413,Contact (1997),"['Drama', 'Sci-Fi']"
414,G.I. Jane (1997),"['Action', 'Drama']"
415,Conan the Barbarian (1982),"['Action', 'Adventure', 'Fantasy']"
416,Cop Land (1997),"['Action', 'Crime', 'Drama', 'Thriller']"
417,Event Horizon (1997),"['Horror', 'Sci-Fi', 'Thriller']"
418,Spawn (1997),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
419,Conspiracy Theory (1997),"['Drama', 'Mystery', 'Romance', 'Thriller']"
420,Air Force One (1997),"['Action', 'Thriller']"
421,"Hunt for Red October, The (1990)","['Action', 'Adventure', 'Thriller']"
422,L.A. Confidential (1997),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
423,Kiss the Girls (1997),"['Crime', 'Drama', 'Mystery', 'Thriller']"
424,"Game, The (1997)","['Drama', 'Mystery', 'Thriller']"
425,"Ice Storm, The (1997)",['Drama']
426,Chasing Amy (1997),"['Comedy', 'Drama', 'Romance']"
427,"Full Monty, The (1997)","['Comedy', 'Drama']"
428,I Know What You Did Last Summer (1997),"['Horror', 'Mystery', 'Thriller']"
429,"Devil's Advocate, The (1997)","['Drama', 'Mystery', 'Thriller']"
430,Gattaca (1997),"['Drama', 'Sci-Fi', 'Thriller']"
431,Stripes (1981),"['Comedy', 'War']"
432,Boogie Nights (1997),['Drama']
433,Witness (1985),"['Drama', 'Romance', 'Thriller']"
434,Starship Troopers (1997),"['Action', 'Sci-Fi']"
435,"Joy Luck Club, The (1993)","['Drama', 'Romance']"
436,Sliding Doors (1998),"['Drama', 'Romance']"
437,"Truman Show, The (1998)","['Comedy', 'Drama', 'Sci-Fi']"
438,"Jackal, The (1997)","['Action', 'Thriller']"
439,Alien: Resurrection (1997),"['Action', 'Horror', 'Sci-Fi']"
440,Amistad (1997),"['Drama', 'Mystery']"
441,Good Will Hunting (1997),"['Drama', 'Romance']"
442,Scream 2 (1997),"['Comedy', 'Horror', 'Mystery', 'Thriller']"
443,Titanic (1997),"['Drama', 'Romance']"
444,Tomorrow Never Dies (1997),"['Action', 'Adventure', 'Thriller']"
445,Jackie Brown (1997),"['Crime', 'Drama', 'Thriller']"
446,"Big Lebowski, The (1998)","['Comedy', 'Crime']"
447,Wag the Dog (1997),['Comedy']
448,Dark City (1998),"['Adventure', 'Film-Noir', 'Sci-Fi', 'Thriller']"
449,"Wedding Singer, The (1998)","['Comedy', 'Romance']"
450,As Good as It Gets (1997),"['Comedy', 'Drama', 'Romance']"
451,U.S. Marshals (1998),"['Action', 'Crime', 'Thriller']"
452,"Man in the Iron Mask, The (1998)","['Action', 'Adventure', 'Drama']"
453,Wild Things (1998),"['Crime', 'Drama', 'Mystery', 'Thriller']"
454,Lost in Space (1998),"['Action', 'Adventure', 'Sci-Fi']"
455,Deep Impact (1998),"['Drama', 'Sci-Fi', 'Thriller']"
456,Godzilla (1998),"['Action', 'Sci-Fi', 'Thriller']"
457,Fear and Loathing in Las Vegas (1998),"['Adventure', 'Comedy', 'Drama']"
458,Mulan (1998),"['Adventure', 'Animation', 'Children', 'Comedy', 'Drama', 'Musical', 'Romance']"
459,"X-Files: Fight the Future, The (1998)","['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']"
460,Dr. Dolittle (1998),['Comedy']
461,Out of Sight (1998),"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
462,Armageddon (1998),"['Action', 'Romance', 'Sci-Fi', 'Thriller']"
463,Lethal Weapon 4 (1998),"['Action', 'Comedy', 'Crime', 'Thriller']"
464,Pi (1998),"['Drama', 'Sci-Fi', 'Thriller']"
465,There's Something About Mary (1998),"['Comedy', 'Romance']"
466,On the Waterfront (1954),"['Crime', 'Drama']"
467,West Side Story (1961),"['Drama', 'Musical', 'Romance']"
468,Midnight Cowboy (1969),['Drama']
469,"French Connection, The (1971)","['Action', 'Crime', 'Thriller']"
470,Rocky (1976),['Drama']
471,Kramer vs. Kramer (1979),['Drama']
472,Chariots of Fire (1981),['Drama']
473,Out of Africa (1985),"['Drama', 'Romance']"
474,"Last Emperor, The (1987)",['Drama']
475,Rain Man (1988),['Drama']
476,Driving Miss Daisy (1989),['Drama']
477,Labyrinth (1986),"['Adventure', 'Fantasy', 'Musical']"
478,"Breakfast Club, The (1985)","['Comedy', 'Drama']"
479,Halloween (1978),['Horror']
480,Poltergeist (1982),"['Horror', 'Thriller']"
481,"Exorcist, The (1973)","['Horror', 'Mystery']"
482,Lethal Weapon (1987),"['Action', 'Comedy', 'Crime', 'Drama']"
483,Lethal Weapon 2 (1989),"['Action', 'Comedy', 'Crime', 'Drama']"
484,Lethal Weapon 3 (1992),"['Action', 'Comedy', 'Crime', 'Drama']"
485,Gremlins (1984),"['Comedy', 'Horror']"
486,"Goonies, The (1985)","['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']"
487,"Mask of Zorro, The (1998)","['Action', 'Comedy', 'Romance']"
488,Metropolis (1927),"['Drama', 'Sci-Fi']"
489,Back to the Future Part II (1989),"['Adventure', 'Comedy', 'Sci-Fi']"
490,Back to the Future Part III (1990),"['Adventure', 'Comedy', 'Sci-Fi', 'Western']"
491,"Poseidon Adventure, The (1972)","['Action', 'Adventure', 'Drama']"
492,Bambi (1942),"['Animation', 'Children', 'Drama']"
493,Seven Samurai (Shichinin no samurai) (1954),"['Action', 'Adventure', 'Drama']"
494,Dangerous Liaisons (1988),"['Drama', 'Romance']"
495,Dune (1984),"['Adventure', 'Sci-Fi']"
496,"Godfather: Part III, The (1990)","['Crime', 'Drama', 'Mystery', 'Thriller']"
497,Saving Private Ryan (1998),"['Action', 'Drama', 'War']"
498,"Honey, I Shrunk the Kids (1989)","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']"
499,"Negotiator, The (1998)","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
500,Roger & Me (1989),['Documentary']
501,Doctor Zhivago (1965),"['Drama', 'Romance', 'War']"
502,Blue Velvet (1986),"['Drama', 'Mystery', 'Thriller']"
503,"Jungle Book, The (1967)","['Animation', 'Children', 'Comedy', 'Musical']"
504,Lady and the Tramp (1955),"['Animation', 'Children', 'Comedy', 'Romance']"
505,"Little Mermaid, The (1989)","['Animation', 'Children', 'Comedy', 'Musical', 'Romance']"
506,101 Dalmatians (One Hundred and One Dalmatians) (1961),"['Adventure', 'Animation', 'Children']"
507,Peter Pan (1953),"['Animation', 'Children', 'Fantasy', 'Musical']"
508,"Rocketeer, The (1991)","['Action', 'Adventure', 'Sci-Fi']"
509,Sleeping Beauty (1959),"['Animation', 'Children', 'Musical']"
510,Splash (1984),"['Comedy', 'Fantasy', 'Romance']"
511,Tron (1982),"['Action', 'Adventure', 'Sci-Fi']"
512,L.A. Story (1991),"['Comedy', 'Romance']"
513,"Jerk, The (1979)",['Comedy']
514,Indiana Jones and the Temple of Doom (1984),"['Action', 'Adventure', 'Fantasy']"
515,"Addams Family, The (1991)","['Children', 'Comedy', 'Fantasy']"
516,Ever After: A Cinderella Story (1998),"['Comedy', 'Drama', 'Romance']"
517,Snake Eyes (1998),"['Action', 'Crime', 'Mystery', 'Thriller']"
518,Adventures in Babysitting (1987),"['Adventure', 'Comedy']"
519,Weird Science (1985),"['Comedy', 'Fantasy', 'Sci-Fi']"
520,Charlotte's Web (1973),"['Animation', 'Children']"
521,"Dark Crystal, The (1982)","['Adventure', 'Fantasy']"
522,Sixteen Candles (1984),"['Comedy', 'Romance']"
523,Pretty in Pink (1986),"['Comedy', 'Drama', 'Romance']"
524,"Gods Must Be Crazy, The (1980)","['Adventure', 'Comedy']"
525,Rosemary's Baby (1968),"['Drama', 'Horror', 'Thriller']"
526,"NeverEnding Story, The (1984)","['Adventure', 'Children', 'Fantasy']"
527,Blade (1998),"['Action', 'Horror', 'Thriller']"
528,Beetlejuice (1988),"['Comedy', 'Fantasy']"
529,Strangers on a Train (1951),"['Crime', 'Drama', 'Film-Noir', 'Thriller']"
530,Willow (1988),"['Action', 'Adventure', 'Fantasy']"
531,"Untouchables, The (1987)","['Action', 'Crime', 'Drama']"
532,Rounders (1998),['Drama']
533,Cube (1997),"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
534,Broadcast News (1987),"['Comedy', 'Drama', 'Romance']"
535,Say Anything... (1989),"['Comedy', 'Drama', 'Romance']"
536,"Few Good Men, A (1992)","['Crime', 'Drama', 'Thriller']"
537,Rush Hour (1998),"['Action', 'Comedy', 'Crime', 'Thriller']"
538,Ronin (1998),"['Action', 'Crime', 'Thriller']"
539,"Thing, The (1982)","['Action', 'Horror', 'Sci-Fi', 'Thriller']"
540,"Player, The (1992)","['Comedy', 'Crime', 'Drama']"
541,Edward Scissorhands (1990),"['Drama', 'Fantasy', 'Romance']"
542,Antz (1998),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']"
543,"Producers, The (1968)",['Comedy']
544,My Cousin Vinny (1992),['Comedy']
545,"Elephant Man, The (1980)",['Drama']
546,Pleasantville (1998),"['Comedy', 'Drama', 'Fantasy']"
547,Life Is Beautiful (La Vita è bella) (1997),"['Comedy', 'Drama', 'Romance', 'War']"
548,American History X (1998),"['Crime', 'Drama']"
549,Elizabeth (1998),['Drama']
550,"Big Chill, The (1983)","['Comedy', 'Drama']"
551,Enemy of the State (1998),"['Action', 'Thriller']"
552,"Bug's Life, A (1998)","['Adventure', 'Animation', 'Children', 'Comedy']"
553,King Kong (1933),"['Action', 'Adventure', 'Fantasy', 'Horror']"
554,Fletch (1985),"['Comedy', 'Crime', 'Mystery']"
555,"Simple Plan, A (1998)","['Crime', 'Drama', 'Thriller']"
556,Star Trek: Insurrection (1998),"['Action', 'Drama', 'Romance', 'Sci-Fi']"
557,"Prince of Egypt, The (1998)","['Animation', 'Musical']"
558,Rushmore (1998),"['Comedy', 'Drama']"
559,Shakespeare in Love (1998),"['Comedy', 'Drama', 'Romance']"
560,Rambo: First Blood Part II (1985),"['Action', 'Adventure', 'Thriller']"
561,"Jewel of the Nile, The (1985)","['Action', 'Adventure', 'Comedy', 'Romance']"
562,Romancing the Stone (1984),"['Action', 'Adventure', 'Comedy', 'Romance']"
563,Cocoon (1985),"['Comedy', 'Sci-Fi']"
564,Rocky III (1982),"['Action', 'Drama']"
565,Rocky IV (1985),"['Action', 'Drama']"
566,Clue (1985),"['Comedy', 'Crime', 'Mystery', 'Thriller']"
567,"Karate Kid, The (1984)",['Drama']
568,"Karate Kid, Part II, The (1986)","['Action', 'Adventure', 'Drama']"
569,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),['Comedy']
570,You've Got Mail (1998),"['Comedy', 'Romance']"
571,"Thin Red Line, The (1998)","['Action', 'Drama', 'War']"
572,"Faculty, The (1998)","['Horror', 'Sci-Fi']"
573,"Fly, The (1986)","['Drama', 'Horror', 'Sci-Fi', 'Thriller']"
574,"Name of the Rose, The (Name der Rose, Der) (1986)","['Crime', 'Drama', 'Mystery', 'Thriller']"
575,Crocodile Dundee (1986),"['Adventure', 'Comedy']"
576,¡Three Amigos! (1986),"['Comedy', 'Western']"
577,She's All That (1999),"['Comedy', 'Romance']"
578,Payback (1999),"['Action', 'Thriller']"
579,October Sky (1999),['Drama']
580,Office Space (1999),"['Comedy', 'Crime']"
581,Logan's Run (1976),"['Action', 'Adventure', 'Sci-Fi']"
582,Planet of the Apes (1968),"['Action', 'Drama', 'Sci-Fi']"
583,Analyze This (1999),['Comedy']
584,Cruel Intentions (1999),['Drama']
585,"Lock, Stock & Two Smoking Barrels (1998)","['Comedy', 'Crime', 'Thriller']"
586,"Matrix, The (1999)","['Action', 'Sci-Fi', 'Thriller']"
587,10 Things I Hate About You (1999),"['Comedy', 'Romance']"
588,Go (1999),"['Comedy', 'Crime']"
589,Never Been Kissed (1999),"['Comedy', 'Romance']"
590,Election (1999),['Comedy']
591,eXistenZ (1999),"['Action', 'Sci-Fi', 'Thriller']"
592,Entrapment (1999),"['Crime', 'Thriller']"
593,Dick Tracy (1990),"['Action', 'Crime']"
594,"Mummy, The (1999)","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']"
595,Star Wars: Episode I - The Phantom Menace (1999),"['Action', 'Adventure', 'Sci-Fi']"
596,Superman (1978),"['Action', 'Adventure', 'Sci-Fi']"
597,Superman II (1980),"['Action', 'Sci-Fi']"
598,"Rocky Horror Picture Show, The (1975)","['Comedy', 'Horror', 'Musical', 'Sci-Fi']"
599,Notting Hill (1999),"['Comedy', 'Romance']"
600,Austin Powers: The Spy Who Shagged Me (1999),"['Action', 'Adventure', 'Comedy']"
601,"Red Violin, The (Violon rouge, Le) (1998)","['Drama', 'Mystery']"
602,Tarzan (1999),"['Adventure', 'Animation', 'Children', 'Drama']"
603,Run Lola Run (Lola rennt) (1998),"['Action', 'Crime']"
604,Big Daddy (1999),['Comedy']
605,Arachnophobia (1990),"['Comedy', 'Horror']"
606,"South Park: Bigger, Longer and Uncut (1999)","['Animation', 'Comedy', 'Musical']"
607,Wild Wild West (1999),"['Action', 'Comedy', 'Sci-Fi', 'Western']"
608,American Pie (1999),"['Comedy', 'Romance']"
609,Arlington Road (1999),['Thriller']
610,"Blair Witch Project, The (1999)","['Drama', 'Horror', 'Thriller']"
611,Eyes Wide Shut (1999),"['Drama', 'Mystery', 'Thriller']"
612,Ghostbusters (a.k.a. Ghost Busters) (1984),"['Action', 'Comedy', 'Sci-Fi']"
613,Ghostbusters II (1989),"['Comedy', 'Fantasy', 'Sci-Fi']"
614,Deep Blue Sea (1999),"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
615,Mystery Men (1999),"['Action', 'Comedy', 'Fantasy']"
616,Runaway Bride (1999),"['Comedy', 'Romance']"
617,Spartacus (1960),"['Action', 'Drama', 'Romance', 'War']"
618,"Color Purple, The (1985)",['Drama']
619,Little Shop of Horrors (1986),"['Comedy', 'Horror', 'Musical']"
620,"Iron Giant, The (1999)","['Adventure', 'Animation', 'Children', 'Drama', 'Sci-Fi']"
621,"Sixth Sense, The (1999)","['Drama', 'Horror', 'Mystery']"
622,"Thomas Crown Affair, The (1999)","['Action', 'Mystery']"
623,Bowfinger (1999),['Comedy']
624,Monty Python's And Now for Something Completely Different (1971),['Comedy']
625,Airplane! (1980),['Comedy']
626,National Lampoon's Vacation (1983),['Comedy']
627,Big (1988),"['Comedy', 'Drama', 'Fantasy', 'Romance']"
628,"Christmas Story, A (1983)","['Children', 'Comedy']"
629,"13th Warrior, The (1999)","['Action', 'Adventure', 'Fantasy']"
630,Yellow Submarine (1968),"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Musical']"
631,American Beauty (1999),"['Drama', 'Romance']"
632,Deliverance (1972),"['Adventure', 'Drama', 'Thriller']"
633,Excalibur (1981),"['Adventure', 'Fantasy']"
634,Double Jeopardy (1999),"['Action', 'Crime', 'Drama', 'Thriller']"
635,Three Kings (1999),"['Action', 'Adventure', 'Comedy', 'Drama', 'War']"
636,Risky Business (1983),['Comedy']
637,Total Recall (1990),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
638,Ferris Bueller's Day Off (1986),['Comedy']
639,"Dirty Dozen, The (1967)","['Action', 'Drama', 'War']"
640,Goldfinger (1964),"['Action', 'Adventure', 'Thriller']"
641,From Russia with Love (1963),"['Action', 'Adventure', 'Thriller']"
642,Dr. No (1962),"['Action', 'Adventure', 'Thriller']"
643,"Fistful of Dollars, A (Per un pugno di dollari) (1964)","['Action', 'Western']"
644,Home Alone 2: Lost in New York (1992),"['Children', 'Comedy']"
645,Fight Club (1999),"['Action', 'Crime', 'Drama', 'Thriller']"
646,Time Bandits (1981),"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
647,RoboCop (1987),"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']"
648,Who Framed Roger Rabbit? (1988),"['Adventure', 'Animation', 'Children', 'Comedy', 'Crime', 'Fantasy', 'Mystery']"
649,Live and Let Die (1973),"['Action', 'Adventure', 'Thriller']"
650,Being John Malkovich (1999),"['Comedy', 'Drama', 'Fantasy']"
651,Princess Mononoke (Mononoke-hime) (1997),"['Action', 'Adventure', 'Animation', 'Drama', 'Fantasy']"
652,"Bone Collector, The (1999)",['Thriller']
653,"Insider, The (1999)","['Drama', 'Thriller']"
654,Falling Down (1993),"['Action', 'Drama']"
655,Spaceballs (1987),"['Comedy', 'Sci-Fi']"
656,Trading Places (1983),['Comedy']
657,Dogma (1999),"['Adventure', 'Comedy', 'Fantasy']"
658,"Commitments, The (1991)","['Comedy', 'Drama', 'Musical']"
659,Moonstruck (1987),"['Comedy', 'Romance']"
660,Sleepy Hollow (1999),"['Fantasy', 'Horror', 'Mystery', 'Romance']"
661,"World Is Not Enough, The (1999)","['Action', 'Adventure', 'Thriller']"
662,"River Runs Through It, A (1992)",['Drama']
663,Fatal Attraction (1987),"['Drama', 'Thriller']"
664,Awakenings (1990),"['Drama', 'Mystery']"
665,Backdraft (1991),"['Action', 'Drama']"
666,"Fisher King, The (1991)","['Comedy', 'Drama', 'Fantasy', 'Romance']"
667,End of Days (1999),"['Action', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
668,Toy Story 2 (1999),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']"
669,"Green Mile, The (1999)","['Crime', 'Drama']"
670,Magnolia (1999),['Drama']
671,Easy Rider (1969),"['Adventure', 'Drama']"
672,Man on the Moon (1999),"['Comedy', 'Drama']"
673,Galaxy Quest (1999),"['Adventure', 'Comedy', 'Sci-Fi']"
674,"Talented Mr. Ripley, The (1999)","['Drama', 'Mystery', 'Thriller']"
675,Fast Times at Ridgemont High (1982),"['Comedy', 'Drama', 'Romance']"
676,Sister Act (1992),"['Comedy', 'Crime']"
677,Scent of a Woman (1992),['Drama']
678,Wayne's World (1992),['Comedy']
679,Wayne's World 2 (1993),['Comedy']
680,"League of Their Own, A (1992)","['Comedy', 'Drama']"
681,Patriot Games (1992),"['Action', 'Crime', 'Drama', 'Thriller']"
682,"Bodyguard, The (1992)","['Drama', 'Romance', 'Thriller']"
683,Scream 3 (2000),"['Comedy', 'Horror', 'Mystery', 'Thriller']"
684,"Boondock Saints, The (2000)","['Action', 'Crime', 'Drama', 'Thriller']"
685,Pitch Black (2000),"['Horror', 'Sci-Fi', 'Thriller']"
686,"Whole Nine Yards, The (2000)","['Comedy', 'Crime']"
687,Mission to Mars (2000),['Sci-Fi']
688,Hoosiers (a.k.a. Best Shot) (1986),"['Drama', 'Romance']"
689,Bull Durham (1988),"['Comedy', 'Drama', 'Romance']"
690,Dog Day Afternoon (1975),"['Crime', 'Drama']"
691,American Graffiti (1973),"['Comedy', 'Drama']"
692,JFK (1991),"['Drama', 'Mystery', 'Thriller']"
693,"Muppet Movie, The (1979)","['Adventure', 'Children', 'Comedy', 'Musical']"
694,Erin Brockovich (2000),['Drama']
695,Thelma & Louise (1991),"['Adventure', 'Crime', 'Drama']"
696,Animal House (1978),['Comedy']
697,Do the Right Thing (1989),['Drama']
698,"Good Morning, Vietnam (1987)","['Comedy', 'Drama', 'War']"
699,Grumpy Old Men (1993),['Comedy']
700,Romeo Must Die (2000),"['Action', 'Crime', 'Romance', 'Thriller']"
701,Close Encounters of the Third Kind (1977),"['Adventure', 'Drama', 'Sci-Fi']"
702,High Fidelity (2000),"['Comedy', 'Drama', 'Romance']"
703,Hook (1991),"['Adventure', 'Comedy', 'Fantasy']"
704,Misery (1990),"['Drama', 'Horror', 'Thriller']"
705,Frequency (2000),"['Drama', 'Thriller']"
706,Parenthood (1989),"['Comedy', 'Drama']"
707,Predator (1987),"['Action', 'Sci-Fi', 'Thriller']"
708,American Psycho (2000),"['Crime', 'Horror', 'Mystery', 'Thriller']"
709,Caddyshack (1980),['Comedy']
710,U-571 (2000),"['Action', 'Thriller', 'War']"
711,Gladiator (2000),"['Action', 'Adventure', 'Drama']"
712,Pee-wee's Big Adventure (1985),"['Adventure', 'Comedy']"
713,Road Trip (2000),['Comedy']
714,Mission: Impossible II (2000),"['Action', 'Adventure', 'Thriller']"
715,Shanghai Noon (2000),"['Action', 'Adventure', 'Comedy', 'Western']"
716,Moonraker (1979),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
717,"Man with the Golden Gun, The (1974)","['Action', 'Adventure', 'Thriller']"
718,Blazing Saddles (1974),"['Comedy', 'Western']"
719,Blood Simple (1984),"['Crime', 'Drama', 'Film-Noir']"
720,Mad Max (1979),"['Action', 'Adventure', 'Sci-Fi']"
721,"Road Warrior, The (Mad Max 2) (1981)","['Action', 'Adventure', 'Sci-Fi']"
722,Mad Max Beyond Thunderdome (1985),"['Action', 'Adventure', 'Sci-Fi']"
723,Gone in 60 Seconds (2000),"['Action', 'Crime']"
724,Serpico (1973),"['Crime', 'Drama']"
725,Big Trouble in Little China (1986),"['Action', 'Adventure', 'Comedy', 'Fantasy']"
726,Titan A.E. (2000),"['Action', 'Adventure', 'Animation', 'Children', 'Sci-Fi']"
727,Chicken Run (2000),"['Animation', 'Children', 'Comedy']"
728,"Me, Myself & Irene (2000)","['Adventure', 'Comedy']"
729,"Patriot, The (2000)","['Action', 'Drama', 'War']"
730,"Perfect Storm, The (2000)","['Drama', 'Thriller']"
731,Scary Movie (2000),"['Comedy', 'Horror']"
732,X-Men (2000),"['Action', 'Adventure', 'Sci-Fi']"
733,What About Bob? (1991),['Comedy']
734,Space Cowboys (2000),"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
735,"Cell, The (2000)","['Drama', 'Horror', 'Thriller']"
736,"Naked Gun: From the Files of Police Squad!, The (1988)","['Action', 'Comedy', 'Crime', 'Romance']"
737,Almost Famous (2000),['Drama']
738,Best in Show (2000),['Comedy']
739,Remember the Titans (2000),['Drama']
740,Meet the Parents (2000),['Comedy']
741,Requiem for a Dream (2000),['Drama']
742,Billy Elliot (2000),['Drama']
743,Charlie's Angels (2000),"['Action', 'Comedy']"
744,Diamonds Are Forever (1971),"['Action', 'Adventure', 'Thriller']"
745,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),"['Children', 'Comedy', 'Fantasy']"
746,Unbreakable (2000),"['Drama', 'Sci-Fi']"
747,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","['Action', 'Drama', 'Romance']"
748,"Planes, Trains & Automobiles (1987)",['Comedy']
749,Wall Street (1987),['Drama']
750,Snatch (2000),"['Comedy', 'Crime', 'Thriller']"
751,Chocolat (2000),"['Drama', 'Romance']"
752,What Women Want (2000),"['Comedy', 'Romance']"
753,Finding Forrester (2000),['Drama']
754,Cast Away (2000),['Drama']
755,Miss Congeniality (2000),"['Comedy', 'Crime']"
756,"O Brother, Where Art Thou? (2000)","['Adventure', 'Comedy', 'Crime']"
757,Traffic (2000),"['Crime', 'Drama', 'Thriller']"
758,Beverly Hills Cop (1984),"['Action', 'Comedy', 'Crime', 'Drama']"
759,"Lost Boys, The (1987)","['Comedy', 'Horror', 'Thriller']"
760,Hannibal (2001),"['Horror', 'Thriller']"
761,Enemy at the Gates (2001),"['Drama', 'War']"
762,Memento (2000),"['Mystery', 'Thriller']"
763,Blow (2001),"['Crime', 'Drama']"
764,Bridget Jones's Diary (2001),"['Comedy', 'Drama', 'Romance']"
765,Scarface (1983),"['Action', 'Crime', 'Drama']"
766,"Mummy Returns, The (2001)","['Action', 'Adventure', 'Comedy', 'Thriller']"
767,"Knight's Tale, A (2001)","['Action', 'Comedy', 'Romance']"
768,Shrek (2001),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Romance']"
769,Moulin Rouge (2001),"['Drama', 'Musical', 'Romance']"
770,Pearl Harbor (2001),"['Action', 'Drama', 'Romance', 'War']"
771,City Slickers (1991),"['Comedy', 'Western']"
772,Evolution (2001),"['Comedy', 'Sci-Fi']"
773,Swordfish (2001),"['Action', 'Crime', 'Drama']"
774,Tootsie (1982),"['Comedy', 'Romance']"
775,Lara Croft: Tomb Raider (2001),"['Action', 'Adventure']"
776,"Fast and the Furious, The (2001)","['Action', 'Crime', 'Thriller']"
777,A.I. Artificial Intelligence (2001),"['Adventure', 'Drama', 'Sci-Fi']"
778,Final Fantasy: The Spirits Within (2001),"['Adventure', 'Animation', 'Fantasy', 'Sci-Fi']"
779,Legally Blonde (2001),"['Comedy', 'Romance']"
780,Coming to America (1988),"['Comedy', 'Romance']"
781,Bill & Ted's Excellent Adventure (1989),"['Adventure', 'Comedy', 'Sci-Fi']"
782,Jurassic Park III (2001),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
783,Ghost World (2001),"['Comedy', 'Drama']"
784,Planet of the Apes (2001),"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
785,Rush Hour 2 (2001),"['Action', 'Comedy']"
786,American Pie 2 (2001),['Comedy']
787,"Others, The (2001)","['Drama', 'Horror', 'Mystery', 'Thriller']"
788,Jay and Silent Bob Strike Back (2001),"['Adventure', 'Comedy']"
789,Training Day (2001),"['Crime', 'Drama', 'Thriller']"
790,Zoolander (2001),['Comedy']
791,Mulholland Drive (2001),"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']"
792,Dirty Harry (1971),"['Action', 'Crime', 'Thriller']"
793,K-PAX (2001),"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi']"
794,Donnie Darko (2001),"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
795,"Monsters, Inc. (2001)","['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']"
796,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),"['Adventure', 'Children', 'Fantasy']"
797,Spy Game (2001),"['Action', 'Crime', 'Drama', 'Thriller']"
798,Ocean's Eleven (2001),"['Crime', 'Thriller']"
799,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","['Comedy', 'Romance']"
800,Vanilla Sky (2001),"['Mystery', 'Romance', 'Sci-Fi', 'Thriller']"
801,"Royal Tenenbaums, The (2001)","['Comedy', 'Drama']"
802,"Lord of the Rings: The Fellowship of the Ring, The (2001)","['Adventure', 'Fantasy']"
803,"Beautiful Mind, A (2001)","['Drama', 'Romance']"
804,Black Hawk Down (2001),"['Action', 'Drama', 'War']"
805,Gosford Park (2001),"['Comedy', 'Drama', 'Mystery']"
806,Monster's Ball (2001),"['Drama', 'Romance']"
807,M*A*S*H (a.k.a. MASH) (1970),"['Comedy', 'Drama', 'War']"
808,Ice Age (2002),"['Adventure', 'Animation', 'Children', 'Comedy']"
809,Blade II (2002),"['Action', 'Horror', 'Thriller']"
810,Panic Room (2002),['Thriller']
811,My Big Fat Greek Wedding (2002),"['Comedy', 'Romance']"
812,Spider-Man (2002),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
813,About a Boy (2002),"['Comedy', 'Drama', 'Romance']"
814,Star Wars: Episode II - Attack of the Clones (2002),"['Action', 'Adventure', 'Sci-Fi', 'IMAX']"
815,Insomnia (2002),"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
816,"Bourne Identity, The (2002)","['Action', 'Mystery', 'Thriller']"
817,Minority Report (2002),"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']"
818,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),"['Action', 'Comedy', 'Sci-Fi']"
819,Road to Perdition (2002),"['Crime', 'Drama']"
820,Austin Powers in Goldmember (2002),['Comedy']
821,Signs (2002),"['Horror', 'Sci-Fi', 'Thriller']"
822,Spirited Away (Sen to Chihiro no kamikakushi) (2001),"['Adventure', 'Animation', 'Fantasy']"
823,Bowling for Columbine (2002),['Documentary']
824,Punch-Drunk Love (2002),"['Comedy', 'Drama', 'Romance']"
825,"Ring, The (2002)","['Horror', 'Mystery', 'Thriller']"
826,8 Mile (2002),['Drama']
